run,direction,direction_family,bootstrap_count,mean_cosine_to_full,std_cosine_to_full,min_cosine_to_full,max_cosine_to_full
eyepacs_resized_dinov2_resized_full_resid_remove_sharpness_laterality,any_dr,disease,50,0.9969829857349396,0.0007229779024441773,0.9953166246414185,0.9982030391693115
eyepacs_resized_dinov2_resized_full_resid_remove_sharpness_laterality,referable_dr,disease,50,0.9979963994026184,0.0004688011263967465,0.9960852265357971,0.9988932609558105
eyepacs_resized_dinov2_resized_full_resid_remove_sharpness_laterality,severe_dr,disease,50,0.9980213356018066,0.0004741421131096525,0.9965604543685913,0.9985909461975098
eyepacs_resized_dinov2_resized_full_resid_remove_sharpness_laterality,sharpness,quality,50,-0.0024796075839549304,0.03975868618365973,-0.12368752062320709,0.11132577061653137
eyepacs_resized_dinov2_resized_full_resid_remove_sharpness_laterality,brightness,quality,50,0.9993762290477752,0.00019684952594788266,0.9984496235847473,0.9996258020401001
eyepacs_resized_dinov2_resized_full_resid_remove_sharpness_laterality,contrast,quality,50,0.9986677539348602,0.0004437527351984581,0.9970284700393677,0.9993374347686768
eyepacs_resized_dinov2_resized_full_resid_remove_sharpness_laterality,black_border,quality,50,0.9996232903003692,0.0001111905495139465,0.9992741346359253,0.9997424483299255
eyepacs_resized_dinov2_resized_full_resid_remove_sharpness_laterality,field_of_view,quality,50,0.9996355783939361,8.319283868527813e-05,0.9993422031402588,0.9997968077659607
eyepacs_resized_dinov2_resized_full_resid_remove_sharpness_laterality,laterality,anatomy,50,-0.00010874712839722633,0.03928062405356007,-0.06808239221572876,0.12006039917469025
