run,disease_direction,bottleneck_direction,cosine,abs_cosine,projection_ratio
eyepacs_resized_dinov2_resized_2k,any_dr,sharpness,-0.12175067514181137,0.12175067514181137,0.014823226897486885
eyepacs_resized_dinov2_resized_2k,any_dr,brightness,-0.31826943159103394,0.31826943159103394,0.10129543108527983
eyepacs_resized_dinov2_resized_2k,any_dr,contrast,-0.2137354463338852,0.2137354463338852,0.04568284101954512
eyepacs_resized_dinov2_resized_2k,any_dr,black_border,0.09449663758277893,0.09449663758277893,0.008929614514451067
eyepacs_resized_dinov2_resized_2k,any_dr,field_of_view,-0.09317104518413544,0.09317104518413544,0.008680843660704207
eyepacs_resized_dinov2_resized_2k,any_dr,laterality,-0.18935994803905487,0.18935994803905487,0.03585718992135356
eyepacs_resized_dinov2_resized_2k,referable_dr,sharpness,-0.11704520881175995,0.11704520881175995,0.013699580905788489
eyepacs_resized_dinov2_resized_2k,referable_dr,brightness,-0.21325626969337463,0.21325626969337463,0.045478236563533336
eyepacs_resized_dinov2_resized_2k,referable_dr,contrast,-0.18051746487617493,0.18051746487617493,0.03258655512532105
eyepacs_resized_dinov2_resized_2k,referable_dr,black_border,0.06325320899486542,0.06325320899486542,0.004000968448148123
eyepacs_resized_dinov2_resized_2k,referable_dr,field_of_view,-0.06172580644488335,0.06172580644488335,0.0038100751812712025
eyepacs_resized_dinov2_resized_2k,referable_dr,laterality,-0.13805647194385529,0.13805647194385529,0.0190595894455845
eyepacs_resized_dinov2_resized_2k,severe_dr,sharpness,-0.07522451877593994,0.07522451877593994,0.005658728225071741
eyepacs_resized_dinov2_resized_2k,severe_dr,brightness,-0.2312222421169281,0.2312222421169281,0.05346372524957932
eyepacs_resized_dinov2_resized_2k,severe_dr,contrast,-0.14422914385795593,0.14422914385795593,0.020802045937998948
eyepacs_resized_dinov2_resized_2k,severe_dr,black_border,-0.01800684444606304,0.01800684444606304,0.0003242464469047114
eyepacs_resized_dinov2_resized_2k,severe_dr,field_of_view,0.019933950155973434,0.019933950155973434,0.0003973623688208333
eyepacs_resized_dinov2_resized_2k,severe_dr,laterality,-0.12030327320098877,0.12030327320098877,0.014472877542871743
