run,disease_direction,bottleneck_direction,cosine,abs_cosine,projection_ratio
eyepacs_resized_dinov2_resized_full,any_dr,sharpness,-0.24364328384399414,0.24364328384399414,0.059362049762285096
eyepacs_resized_dinov2_resized_full,any_dr,brightness,-0.23588545620441437,0.23588545620441437,0.05564194844876469
eyepacs_resized_dinov2_resized_full,any_dr,contrast,-0.11149367690086365,0.11149367690086365,0.012430839988874176
eyepacs_resized_dinov2_resized_full,any_dr,black_border,-0.10628440231084824,0.10628440231084824,0.011296374174574242
eyepacs_resized_dinov2_resized_full,any_dr,field_of_view,0.10685166716575623,0.10685166716575623,0.011417278776101547
eyepacs_resized_dinov2_resized_full,any_dr,laterality,-0.2498576045036316,0.2498576045036316,0.06242882252829318
eyepacs_resized_dinov2_resized_full,referable_dr,sharpness,-0.26267576217651367,0.26267576217651367,0.06899855603501237
eyepacs_resized_dinov2_resized_full,referable_dr,brightness,-0.1978081464767456,0.1978081464767456,0.039128062812565645
eyepacs_resized_dinov2_resized_full,referable_dr,contrast,-0.10494333505630493,0.10494333505630493,0.01101310357273988
eyepacs_resized_dinov2_resized_full,referable_dr,black_border,-0.06647731363773346,0.06647731363773346,0.004419233228489583
eyepacs_resized_dinov2_resized_full,referable_dr,field_of_view,0.06706835329532623,0.06706835329532623,0.004498164013746697
eyepacs_resized_dinov2_resized_full,referable_dr,laterality,-0.24302899837493896,0.24302899837493896,0.059063094051126086
eyepacs_resized_dinov2_resized_full,severe_dr,sharpness,-0.16191136837005615,0.16191136837005615,0.02621529120746402
eyepacs_resized_dinov2_resized_full,severe_dr,brightness,-0.25161534547805786,0.25161534547805786,0.06331028208004241
eyepacs_resized_dinov2_resized_full,severe_dr,contrast,-0.17444106936454773,0.17444106936454773,0.030429686681046952
eyepacs_resized_dinov2_resized_full,severe_dr,black_border,-0.0765615850687027,0.0765615850687027,0.0058616763082322
eyepacs_resized_dinov2_resized_full,severe_dr,field_of_view,0.07730750739574432,0.07730750739574432,0.005976450699743063
eyepacs_resized_dinov2_resized_full,severe_dr,laterality,-0.21819832921028137,0.21819832921028137,0.04761051087015833
