run,source_direction,target_direction,cosine,abs_cosine
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,contrast,sharpness,-0.6805822849273682,0.6805822849273682
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,contrast,brightness,0.6744757890701294,0.6744757890701294
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,contrast,contrast,0.9999999403953552,0.9999999403953552
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,contrast,black_border,-0.44420158863067627,0.44420158863067627
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,contrast,field_of_view,0.44382375478744507,0.44382375478744507
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,contrast,laterality,0.11688809096813202,0.11688809096813202
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,black_border,any_dr,-0.09510032087564468,0.09510032087564468
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,black_border,referable_dr,-0.05828562751412392,0.05828562751412392
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,black_border,severe_dr,-0.06975533068180084,0.06975533068180084
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,black_border,sharpness,0.5686919689178467,0.5686919689178467
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,black_border,brightness,-0.20238099992275238,0.20238099992275238
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,black_border,contrast,-0.44420158863067627,0.44420158863067627
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,black_border,black_border,1.0,1.0
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,black_border,field_of_view,-0.9999986290931702,0.9999986290931702
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,black_border,laterality,-0.08473015576601028,0.08473015576601028
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,field_of_view,any_dr,0.0955902636051178,0.0955902636051178
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,field_of_view,referable_dr,0.058800108730793,0.058800108730793
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,field_of_view,severe_dr,0.07042895257472992,0.07042895257472992
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,field_of_view,sharpness,-0.5687704086303711,0.5687704086303711
