run,direction,direction_family,bootstrap_count,mean_cosine_to_full,std_cosine_to_full,min_cosine_to_full,max_cosine_to_full
eyepacs_cropped_dinov2_cropped_35k,any_dr,disease,50,0.9969897317886353,0.0007215610142765161,0.995055079460144,0.9982452392578125
eyepacs_cropped_dinov2_cropped_35k,referable_dr,disease,50,0.9980093646049499,0.00042831687458917244,0.9963761568069458,0.998721182346344
eyepacs_cropped_dinov2_cropped_35k,severe_dr,disease,50,0.998009135723114,0.00046881806676501075,0.9966388940811157,0.998644232749939
eyepacs_cropped_dinov2_cropped_35k,sharpness,quality,50,-0.0030172680178657176,0.030070205341906367,-0.06734560430049896,0.08239659667015076
eyepacs_cropped_dinov2_cropped_35k,brightness,quality,50,0.9993507957458496,0.00019708898568866393,0.9984365701675415,0.9996325969696045
eyepacs_cropped_dinov2_cropped_35k,contrast,quality,50,0.9986897552013397,0.00043053116879646357,0.997032642364502,0.9993443489074707
eyepacs_cropped_dinov2_cropped_35k,black_border,quality,50,0.999613846540451,0.00011396510149810912,0.9992214441299438,0.9997557401657104
eyepacs_cropped_dinov2_cropped_35k,field_of_view,quality,50,0.9996198117733002,9.468553229935794e-05,0.9992256164550781,0.9997698068618774
eyepacs_cropped_dinov2_cropped_35k,laterality,anatomy,50,-0.007611628901213407,0.032188007029217904,-0.08122324198484421,0.07339084893465042
